,Año,Trimestre,Provincia,Hasta 512 kbps,Entre 1 Mbps y 6 Mbps,Entre 10 Mbps y 20 Mbps,Entre 20 Mbps y 30 Mbps,Entre 512 Kbps y 1 Mbps,Entre 6 Mbps y 10 Mbps,Más de 30 Mbps,Otros
258,2020.0,2.0,San Juan,48.0,751.9159999999999,65.84700000000001,40.0,697.0,917.0,80.0,4.43
259,2020.0,2.0,San Luis,105.0,2032.03,8.927,65.886,386.0,160.428,3.0,35.992
260,2020.0,2.0,Santa Cruz,66.0,82.46199999999999,185.362,546.0,5.415,170.999,108.0,493.0
261,2020.0,2.0,Santa Fe,568.0,588.613,235.436,57.244,17.111,875.095,302.016,20.193
262,2020.0,2.0,Santiago Del Estero,133.0,1031.558,730.452,247.0,909.869,935.83,31.89,4.516
263,2020.0,2.0,Tierra Del Fuego,11.0,914.33,287.749,391.0,102.0,5.186,796.0,7.446
264,2020.0,2.0,Tucumán,52.0,276.385,375.842,2.246,3.509,370.221,45.288,2.635
265,2020.0,3.0,Buenos Aires,662.9159999999999,1500.7509999999995,358.633,1141.334,59.17099999999999,727.217,0.0,19.853
266,2020.0,3.0,Capital Federal,264.0,613.658,78.743,79.033,20.404,123.045,876.976,247.0
267,2020.0,3.0,Catamarca,63.0,322.292,613.592,562.0,669.0,35.741,11.736,2.154
268,2020.0,3.0,Chaco,419.0,614.458,857.715,13.751,2.625,856.803,27.729,7.194
269,2020.0,3.0,Chubut,158.0,1216.5690000000002,15.214,234.586,968.0,210.925,999.0,3.942
270,2020.0,3.0,Córdoba,168.0,238.675,174.146,66.828,16.954,124.833,477.009,11.728
271,2020.0,3.0,Corrientes,72.0,975.893,766.566,8.615,6.876,537.8,17.788,5.02
272,2020.0,3.0,Entre Ríos,130.0,902.051,43.794,14.377,6.668,894.634,38.675,15.759
273,2020.0,3.0,Formosa,391.0,21.616,1366.764,991.0,1.698,9.43,6.058,1.737
274,2020.0,3.0,Jujuy,55.0,758.548,640.602,293.0,7.031,10.566,12.666,3.065
275,2020.0,3.0,La Pampa,293.0,64.312,121.461,385.805,315.88,14.813,153.333,4.029
276,2020.0,3.0,La Rioja,21.0,37.4,533.131,124.0,705.0,5.955,2.224,2.0
277,2020.0,3.0,Mendoza,58.0,153.765,42.43299999999999,994.466,10.656,1557.576,99.193,45.0
278,2020.0,3.0,Misiones,71.0,483.77,938.029,13.663,4.31,536.702,51.464,8.779
279,2020.0,3.0,Neuquén,218.0,323.713,575.405,188.274,813.0,300.267,40.663,803.0
280,2020.0,3.0,Río Negro,114.0,351.03200000000004,888.2139999999999,112.373,1.137,269.503,33.656,19.093
281,2020.0,3.0,Salta,129.0,1391.841,60.945,719.216,7.086,105.695,33.452,14.996
282,2020.0,3.0,San Juan,48.0,1043.053,67.468,41.0,4.684,711.0,81.0,4.15
283,2020.0,3.0,San Luis,105.0,2048.758,9.659,66.316,402.0,160.194,3.0,36.917
284,2020.0,3.0,Santa Cruz,66.0,73.421,198.538,629.0,5.415,138.88,109.0,833.0
285,2020.0,3.0,Santa Fe,568.0,588.894,144.043,58.80499999999999,16.309,834.7449999999999,304.274,27.001
286,2020.0,3.0,Santiago Del Estero,133.0,1184.1719999999998,663.9979999999999,292.0,1871.0,1005.469,32.313,4.801
287,2020.0,3.0,Tierra Del Fuego,11.0,893.125,290.439,481.0,97.0,5.414,930.0,6.992
288,2020.0,3.0,Tucumán,52.0,480.977,488.67,12.237,3.594,759.904,52.231,2.637
289,2020.0,4.0,Buenos Aires,153.822,1539.376,806.578,1158.676,58.229,601.883,0.0,9.016
290,2020.0,4.0,Capital Federal,135.0,561.854,70.19800000000001,81.274,20.178,109.092,754.628,268.0
291,2020.0,4.0,Catamarca,71.0,297.918,580.8660000000001,591.0,635.0,103.645,12.502,2.309
292,2020.0,4.0,Chaco,412.0,1388.097,741.087,15.701,2.319,1156.344,28.481,7.965
293,2020.0,4.0,Chubut,106.0,1179.289,36.022,234.586,884.0,115.73,1002.0,4.402
294,2020.0,4.0,Córdoba,119.0,1147.0839999999998,197.106,98.992,16.318,149.248,505.368,13.568
295,2020.0,4.0,Corrientes,67.0,28.197,654.058,9.383,4.23,26.321,18.193,4.985
296,2020.0,4.0,Entre Ríos,105.0,61.889,43.752,16.6,6.681,53.556,41.279,14.654
297,2020.0,4.0,Formosa,56.0,22.836,1435.751,1197.0,704.0,9.604,9.367,1.68
298,2020.0,4.0,Jujuy,49.0,22.511,611.363,446.0,1.443,25.368,15.929,2.811
299,2020.0,4.0,La Pampa,298.0,67.78399999999999,115.453,367.031,315.641,15.117,153.994,2.52
300,2020.0,4.0,La Rioja,18.0,37.218,533.104,181.0,688.0,6.06,2.392,0.0
301,2020.0,4.0,Mendoza,28.0,158.504,40.396,942.448,10.825,1569.612,78.272,2.57
302,2020.0,4.0,Misiones,51.0,532.0600000000001,816.654,51.773,3.956,534.569,51.802,7.001
303,2020.0,4.0,Neuquén,116.0,412.847,168.628,186.32,557.0,302.184,40.774,5.72
304,2020.0,4.0,Río Negro,125.0,71.628,14.13,174.346,1.141,301.855,54.157,20.146
305,2020.0,4.0,Salta,109.0,40.084,50.153000000000006,682.616,3.871,115.782,34.472,6.319
306,2020.0,4.0,San Juan,25.0,989.12,128.003,332.0,2.459,740.0,159.0,4.588
307,2020.0,4.0,San Luis,58.0,1398.183,2.688,64.239,451.0,153.34,3.0,36.918
308,2020.0,4.0,Santa Cruz,47.0,91.728,931.708,1033.0,5.375,127.259,571.0,758.0
309,2020.0,4.0,Santa Fe,518.0,590.33,227.113,65.153,15.208,856.14,569.652,23.602
310,2020.0,4.0,Santiago Del Estero,123.0,1187.405,632.038,411.0,1867.0,1005.641,22.669,3.932
311,2020.0,4.0,Tierra Del Fuego,17.0,890.913,285.21500000000003,488.0,98.0,58.067,912.0,6.69
312,2020.0,4.0,Tucumán,29.0,735.246,419.767,38.071,3.251,708.679,59.624,2.68
313,2021.0,1.0,Buenos Aires,153.822,1539.041,756.1539999999999,1167.149,57.057,600.16,0.0,10.867
314,2021.0,1.0,Capital Federal,135.0,560.433,66.447,84.26,20.052,107.722,748.8990000000001,126.0
315,2021.0,1.0,Catamarca,71.0,296.521,575.549,712.0,612.0,23.44,14.899,2.196
316,2021.0,1.0,Chaco,412.0,431.681,681.901,14.496,2.267,1155.967,29.36,8.384
317,2021.0,1.0,Chubut,106.0,1544.701,962.444,237.609,934.0,334.088,1002.0,4.39
318,2021.0,1.0,Córdoba,93.0,1144.189,195.538,100.963,16.049,149.078,515.043,12.677
319,2021.0,1.0,Corrientes,67.0,27.676,597.597,9.001000000000001,4.395,26.223,18.572,5.453
320,2021.0,1.0,Entre Ríos,105.0,63.617,45.429,15.774,6.549,56.06,40.974,12.826
321,2021.0,1.0,Formosa,56.0,21.753,1388.534,1215.0,656.0,9.567,9.73,1.942
322,2021.0,1.0,Jujuy,49.0,22.515,599.09,568.0,1.395,196.114,21.866,2.378
323,2021.0,1.0,La Pampa,298.0,65.80499999999999,122.496,367.421,315.636,14.857,154.936,2.424
324,2021.0,1.0,La Rioja,18.0,38.077000000000005,511.097,215.0,670.0,5.968,2.456,0.0
325,2021.0,1.0,Mendoza,28.0,146.68699999999998,52.533,136.938,10.716,882.3439999999999,117.558,44.0
326,2021.0,1.0,Misiones,51.0,631.995,763.3639999999999,51.013000000000005,4.882,556.971,142.012,8.256
327,2021.0,1.0,Neuquén,116.0,412.615,168.73999999999998,186.504,526.0,312.139,39.562,5.758
328,2021.0,1.0,Río Negro,125.0,71.34100000000001,14.044,177.473,1.134,296.894,55.068,20.103
329,2021.0,1.0,Salta,109.0,39.244,47.126,420.726,3.559,118.099,41.684,6.319
330,2021.0,1.0,San Juan,25.0,1252.247,191.314,340.0,2.191,858.0,160.0,4.641
331,2021.0,1.0,San Luis,58.0,2005.454,68.365,64.913,439.0,268.66,3.0,36.917
332,2021.0,1.0,Santa Cruz,50.0,983.06,968.025,1337.0,6.688,119.223,571.0,0.0
333,2021.0,1.0,Santa Fe,518.0,586.669,296.641,65.484,14.129,935.726,569.952,24.382
334,2021.0,1.0,Santiago Del Estero,123.0,1232.769,627.929,700.0,1823.0,1053.468,32.952,4.144
335,2021.0,1.0,Tierra Del Fuego,17.0,605.6999999999999,275.046,486.0,94.0,63.406,901.0,11.836
336,2021.0,1.0,Tucumán,29.0,710.0790000000001,28.252,122.07,3.157,785.683,68.892,2.68
337,2021.0,2.0,Buenos Aires,222.007,1523.309,897.564,327.871,56.465,604.64,0.0,9.108
338,2021.0,2.0,Capital Federal,294.0,490.689,53.849,88.932,378.76,945.695,728.1550000000001,66.0
339,2021.0,2.0,Catamarca,71.0,634.088,617.217,919.026,503.0,23.077,462.744,2.206
340,2021.0,2.0,Chaco,412.0,431.809,474.581,16.080000000000002,1.226,1634.959,31.423,7.958
341,2021.0,2.0,Chubut,104.0,933.969,920.699,237.662,929.0,378.249,1002.0,5.172
342,2021.0,2.0,Córdoba,99.0,1134.571,187.829,99.928,81.625,150.502,528.8779999999999,9.925
343,2021.0,2.0,Corrientes,67.0,505.255,685.862,10.073,122.211,27.037,20.318,5.053
344,2021.0,2.0,Entre Ríos,107.0,450.077,42.465,18.502,118.962,55.349,42.138,16.077
345,2021.0,2.0,Formosa,381.0,21.794,1120.346,1345.0,570.0,10.307,9.849,1.618
346,2021.0,2.0,Jujuy,48.0,22.635,599.346,607.0,1.722,195.398,26.298,2.401
347,2021.0,2.0,La Pampa,298.0,63.209,91.045,377.025,315.177,234.542,156.547,4.062
348,2021.0,2.0,La Rioja,18.0,315.311,504.816,321.51,691.0,5.971,34.132,19.0
349,2021.0,2.0,Mendoza,36.0,148.751,56.117,149.271,1.729,881.015,137.609,50.0
350,2021.0,2.0,Misiones,51.0,636.637,777.059,53.154,4.411,654.278,143.863,8.279
351,2021.0,2.0,Neuquén,112.0,489.959,322.554,218.768,648.0,312.327,96.477,5.645
352,2021.0,2.0,Río Negro,125.0,74.696,991.042,190.693,2.21,290.376,54.978,20.009
353,2021.0,2.0,Salta,101.0,48.735,559.546,361.317,2.819,238.84,42.116,6.328
354,2021.0,2.0,San Juan,18.0,1304.7420000000002,201.361,342.0,1.333,784.0,160.0,4.641
355,2021.0,2.0,San Luis,60.0,2019.303,76.347,67.946,439.0,267.438,3.0,36.917
356,2021.0,2.0,Santa Cruz,50.0,984.977,965.928,1575.0,6.656,100.371,595.0,735.0
357,2021.0,2.0,Santa Fe,467.0,359.746,285.247,75.346,18.666,935.345,570.933,15.371
358,2021.0,2.0,Santiago Del Estero,123.0,726.736,661.707,811.0,1511.0,74.212,33.228,1.566
359,2021.0,2.0,Tierra Del Fuego,17.0,912.356,259.325,476.0,87.0,50.869,867.0,1.483
360,2021.0,2.0,Tucumán,32.0,707.76,26.729,5.022,2.89,742.956,70.804,2.68
361,2021.0,3.0,Buenos Aires,223.007,1537.8649999999998,898.625,284.77,54.771,608.792,2252.605,9.728
362,2021.0,3.0,Capital Federal,295.0,497.295,49.775,75.779,378.567,940.139,734.161,0.0
363,2021.0,3.0,Catamarca,71.0,666.626,599.9269999999999,1659.0,468.0,17.419,16.078,2.206
364,2021.0,3.0,Chaco,412.0,431.006,411.464,14.423,1.13,1634.371,31.733,7.958
365,2021.0,3.0,Chubut,104.0,156.299,935.62,266.059,906.0,366.94,4.488,14.907
366,2021.0,3.0,Córdoba,99.0,1138.238,282.832,76.302,81.19,155.27100000000002,537.691,9.256
367,2021.0,3.0,Corrientes,67.0,505.6050000000001,788.028,77.633,122.071,28.478,20.652,5.053
368,2021.0,3.0,Entre Ríos,107.0,448.035,40.113,16.302,118.84,59.776,42.662,12.755
369,2021.0,3.0,Formosa,381.0,22.238,1073.91,1196.0,540.0,26.123,16.985,1.617
370,2021.0,3.0,Jujuy,48.0,22.36,608.184,561.0,1.699,195.238,26.126,2.401
371,2021.0,3.0,La Pampa,298.0,248.908,86.659,269.757,314.969,242.16,157.57,4.152
372,2021.0,3.0,La Rioja,18.0,471.228,540.797,359.515,672.0,90.894,34.157,0.0
373,2021.0,3.0,Mendoza,36.0,890.453,62.628,151.46499999999995,1.708,883.768,145.674,50.0
374,2021.0,3.0,Misiones,51.0,636.966,687.417,51.774,4.371,695.428,184.147,8.279
375,2021.0,3.0,Neuquén,112.0,489.711,1278.96,204.468,624.0,312.262,97.469,5.579
376,2021.0,3.0,Río Negro,125.0,74.35300000000001,868.026,188.109,2.188,286.447,56.626000000000005,20.009
377,2021.0,3.0,Salta,101.0,47.652,521.447,334.562,2.79,241.932,46.903,6.327
378,2021.0,3.0,San Juan,18.0,1309.621,209.054,340.0,1.333,752.0,160.0,4.641
379,2021.0,3.0,San Luis,60.0,2037.085,88.409,69.942,439.0,274.133,3.0,29.392
380,2021.0,3.0,Santa Cruz,50.0,984.943,962.842,1788.0,6.656,74.299,597.0,735.0
381,2021.0,3.0,Santa Fe,467.0,350.261,288.736,55.231,19.023,938.512,568.56,16.267
382,2021.0,3.0,Santiago Del Estero,123.0,725.504,690.5939999999999,801.0,1463.0,73.826,33.225,898.0
383,2021.0,3.0,Tierra Del Fuego,17.0,964.698,1274.516,79.355,83.0,49.361,916.0,895.0
384,2021.0,3.0,Tucumán,32.0,1076.1470000000002,24.983,7.298,2.356,827.515,73.122,164.0
385,2021.0,4.0,Buenos Aires,223.635,712.545,761.831,896.2090000000001,33.049,836.7860000000001,0.0,22.958
386,2021.0,4.0,Capital Federal,563.0,1357.593,76.125,115.932,5.9190000000000005,90.89,721.693,0.0
387,2021.0,4.0,Catamarca,71.0,520.066,567.246,1042.222,457.0,14.848,17.813,2.233
388,2021.0,4.0,Chaco,572.0,577.228,336.622,13.703,1.058,598.1020000000001,53.385,7.585
389,2021.0,4.0,Chubut,126.0,63.038,201.005,1248.059,766.189,1134.472,11.217,15.763
390,2021.0,4.0,Córdoba,100.0,998.454,312.01,84.28999999999999,106.654,143.879,844.3069999999999,12.607
391,2021.0,4.0,Corrientes,67.0,504.901,508.436,10.101,121.976,26.368,20.859,7.082
392,2021.0,4.0,Entre Ríos,107.0,442.812,974.358,24.086,118.752,52.633,45.133,16.583
393,2021.0,4.0,Formosa,84.0,22.417,1109.707,1139.0,491.0,25.964,33.119,1.967
394,2021.0,4.0,Jujuy,58.0,20.915,569.6020000000001,564.0,1.706,1024.784,28.508,2.324
395,2021.0,4.0,La Pampa,301.0,247.919,28.243,157.674,494.736,126.964,50.959,3.027
396,2021.0,4.0,La Rioja,18.0,469.915,504.078,1160.517,638.0,90.352,34.138,0.0
397,2021.0,4.0,Mendoza,156.0,941.627,75.214,198.078,4.385,30.308,166.693,366.0
398,2021.0,4.0,Misiones,51.0,645.159,594.153,15.973,4.154,706.87,184.692,8.335
399,2021.0,4.0,Neuquén,140.0,42.063,884.64,14.361,1190.0,316.96000000000004,96.451,7.767
400,2021.0,4.0,Río Negro,156.0,38.059,775.51,5.784,1488.0,30.867,210.771,22.645
401,2021.0,4.0,Salta,114.0,46.955,525.123,297.256,2.729,424.968,47.35,6.475
402,2021.0,4.0,San Juan,44.0,1282.664,446.555,358.584,2.428,601.364,159.0,4.435
403,2021.0,4.0,San Luis,62.0,2044.09,99.017,72.363,686.0,146.134,4.0,29.218
404,2021.0,4.0,Santa Cruz,52.0,974.72,156.91,1784.0,303.623,59.593,795.0,491.0
405,2021.0,4.0,Santa Fe,467.0,330.903,215.56,62.5,20.203,959.103,751.0550000000001,18.777
406,2021.0,4.0,Santiago Del Estero,178.0,722.718,681.535,800.0,1414.0,73.512,33.397,793.0
407,2021.0,4.0,Tierra Del Fuego,26.0,428.09,342.236,164.622,385.0,46.504,916.0,2.58
408,2021.0,4.0,Tucumán,39.0,510.722,24.020000000000003,18.313,2.22,972.811,77.534,240.0
409,2022.0,1.0,Buenos Aires,242.38,753.9410000000001,763.653,889.193,30.056,841.236,0.0,26.28
410,2022.0,1.0,Capital Federal,527.0,1346.61,71.043,94.263,5.575,87.38,750.789,1.717
411,2022.0,1.0,Catamarca,71.0,166.224,848.932,1190.573,456.0,12.004,21.877,2.207
412,2022.0,1.0,Chaco,572.0,576.328,290.628,13.023,988.0,596.6590000000001,54.088,7.58
413,2022.0,1.0,Chubut,113.0,61.36899999999999,293.819,14.484,609.069,849.038,23.124,15.607
414,2022.0,1.0,Córdoba,100.0,358.72900000000004,341.6989999999999,77.98400000000001,103.691,138.996,860.41,13.104
415,2022.0,1.0,Corrientes,67.0,504.083,449.654,10.466,121.911,25.665,21.296,7.094
416,2022.0,1.0,Entre Ríos,107.0,439.685,881.454,21.596,118.632,52.617,44.247,16.75
417,2022.0,1.0,Formosa,97.0,24.113000000000003,1136.482,720.0,448.0,120.831,20.268,588.0
418,2022.0,1.0,Jujuy,58.0,22.141,567.3929999999999,576.0,1.761,1024.312,27.838,2.442
419,2022.0,1.0,La Pampa,301.0,247.627,28.028,126.135,477.747,127.751,66.719,2.833
420,2022.0,1.0,La Rioja,18.0,1130.448,570.077,1134.517,778.0,89.607,35.483,0.0
421,2022.0,1.0,Mendoza,114.0,953.327,74.178,208.449,3.3550000000000004,26.407,168.347,3.287
422,2022.0,1.0,Misiones,51.0,39.651,533.3480000000001,15.873,3.873,441.841,185.132,8.349
423,2022.0,1.0,Neuquén,137.0,39.856,1721.451,13.952,1123.0,291.347,98.44,7.885
424,2022.0,1.0,Río Negro,116.0,35.565,712.24,16.437,1383.0,25.852,250.001,22.652
425,2022.0,1.0,Salta,114.0,43.568,482.836,271.959,2.724,431.882,48.006,6.489
426,2022.0,1.0,San Juan,26.0,941.446,455.713,1781.047,966.304,739.186,5.771,2.465
427,2022.0,1.0,San Luis,61.0,2058.235,102.709,73.612,643.0,149.691,7.0,28.589
428,2022.0,1.0,Santa Cruz,51.0,973.748,1164.124,775.865,281.623,50.463,566.865,485.0
429,2022.0,1.0,Santa Fe,468.0,317.622,280.591,97.13,18.429,961.607,772.484,18.444
430,2022.0,1.0,Santiago Del Estero,178.0,720.5289999999999,667.8870000000001,849.0,1401.0,73.158,39.553,792.0
431,2022.0,1.0,Tierra Del Fuego,24.0,424.437,318.733,185.613,894.0,41.614,892.0,2.421
432,2022.0,1.0,Tucumán,39.0,497.566,22.013,53.163,2.212,922.085,79.585,273.0
433,2022.0,2.0,Buenos Aires,241.428,735.797,747.48,895.885,28.323,1337.523,2659.164,65.849
434,2022.0,2.0,Capital Federal,517.0,1360.7099999999998,65.362,85.626,5.98,82.424,713.6700000000001,105.607
435,2022.0,2.0,Catamarca,71.0,136.545,798.3729999999999,1159.236,413.0,9.152,27.44,2.207
436,2022.0,2.0,Chaco,572.0,1373.246,229.17,15.985,936.0,826.302,64.059,3.708
437,2022.0,2.0,Chubut,109.0,45.804,352.971,15.515,1444.0,620.627,24.046,20.021
438,2022.0,2.0,Córdoba,99.0,353.293,338.65600000000006,71.729,94.888,133.472,872.9879999999999,13.426
439,2022.0,2.0,Corrientes,67.0,503.773,379.629,21.733,121.819,24.842,29.844,7.107
440,2022.0,2.0,Entre Ríos,107.0,438.247,737.7919999999999,32.373000000000005,118.543,51.554,56.221,16.759
441,2022.0,2.0,Formosa,97.0,23.834,1064.271,595.0,407.0,133.59199999999998,28.583,590.0
442,2022.0,2.0,Jujuy,58.0,19.458,561.262,549.0,1.829,1023.781,29.231,2.453
443,2022.0,2.0,La Pampa,68.0,247.361,38.773,77.178,144.744,127.724,78.926,3.012
444,2022.0,2.0,La Rioja,18.0,1073.108,532.305,975.512,728.0,89.804,36.89,0.0
445,2022.0,2.0,Mendoza,103.0,936.069,64.13799999999999,208.57,739.217,22.557,164.15800000000002,3.94
446,2022.0,2.0,Misiones,51.0,41.25,441.345,997.797,3.808,660.073,946.048,8.35
447,2022.0,2.0,Neuquén,134.0,38.826,774.439,13.691,999.0,290.79,96.827,18.717
448,2022.0,2.0,Río Negro,111.0,33.364,630.564,18.943,1227.0,21.934,249.508,24.27
449,2022.0,2.0,Salta,114.0,41.724,441.576,142.03,2.529,375.358,48.787,6.494
450,2022.0,2.0,San Juan,24.0,889.5250000000001,482.191,823.988,724.304,721.565,10.215,11.617
451,2022.0,2.0,San Luis,60.0,225.621,187.875,69.438,306.0,134.104,11.0,14.815
452,2022.0,2.0,Santa Cruz,52.0,973.386,1237.658,597.865,224.623,42.338,568.869,644.0
453,2022.0,2.0,Santa Fe,468.0,310.362,269.937,97.218,16.752000000000002,957.627,779.595,17.584
454,2022.0,2.0,Santiago Del Estero,178.0,1100.5090000000002,606.014,883.0,1401.0,71.919,40.247,792.0
455,2022.0,2.0,Tierra Del Fuego,22.0,335.728,303.684,225.523,831.0,34.808,898.0,3.351
456,2022.0,2.0,Tucumán,39.0,502.992,24.633000000000003,79.788,2.195,535.021,84.869,281.0
457,2022.0,3.0,Buenos Aires,28934.0,259866.0,244555.0,817733.0,23347.0,281550.0,1003527.0,97634.0
458,2022.0,3.0,Capital Federal,516.0,31320.0,36336.0,61172.0,5096.0,64653.0,210472.0,106772.0
459,2022.0,3.0,Catamarca,71.0,2716.0,4638.0,3122.0,315.0,5028.0,30388.0,2280.0
460,2022.0,3.0,Chaco,572.0,16067.0,6704.0,3050.0,660.0,17846.0,27557.0,3909.0
461,2022.0,3.0,Chubut,109.0,46457.0,34728.0,16759.0,1614.0,31007.0,17508.0,20026.0
462,2022.0,3.0,Córdoba,99.0,143686.0,63039.0,20819.0,9929.0,108195.0,207746.0,17610.0
463,2022.0,3.0,Corrientes,67.0,22647.0,7025.0,3784.0,3282.0,24858.0,25838.0,7998.0
464,2022.0,3.0,Entre Ríos,107.0,45629.0,20927.0,22501.0,4722.0,46700.0,34084.0,0.0
465,2022.0,3.0,Formosa,84.0,22458.0,6724.0,314.0,245.0,12391.0,980.0,698.0
466,2022.0,3.0,Jujuy,58.0,18652.0,36430.0,335.0,1763.0,14070.0,35579.0,0.0
467,2022.0,3.0,La Pampa,68.0,52618.0,9167.0,4482.0,1687.0,10334.0,16547.0,16028.0
468,2022.0,3.0,La Rioja,18.0,2531.0,24435.0,5031.0,595.0,3010.0,35334.0,0.0
469,2022.0,3.0,Mendoza,103.0,35541.0,35935.0,61079.0,2954.0,20355.0,90797.0,21144.0
470,2022.0,3.0,Misiones,51.0,35622.0,12196.0,3201.0,3510.0,21373.0,27659.0,8590.0
471,2022.0,3.0,Neuquén,168.0,38814.0,13008.0,17391.0,994.0,13960.0,11520.0,2250.0
472,2022.0,3.0,Río Negro,111.0,32053.0,20442.0,12564.0,1081.0,13931.0,5577.0,29644.0
473,2022.0,3.0,Salta,114.0,31530.0,5035.0,133.0,1197.0,71105.0,28238.0,6747.0
474,2022.0,3.0,San Juan,24.0,30069.0,20440.0,18259.0,2027.0,11247.0,9504.0,11840.0
475,2022.0,3.0,San Luis,60.0,11785.0,13981.0,78508.0,624.0,24684.0,508.0,3353.0
476,2022.0,3.0,Santa Cruz,51.0,11616.0,10374.0,3243.0,6810.0,11509.0,5342.0,1048.0
477,2022.0,3.0,Santa Fe,468.0,115767.0,73345.0,23042.0,9374.0,194420.0,130193.0,18340.0
478,2022.0,3.0,Santiago Del Estero,178.0,26183.0,17735.0,661.0,1267.0,58136.0,971.0,989.0
479,2022.0,3.0,Tierra Del Fuego,22.0,11649.0,21365.0,3647.0,902.0,13634.0,1357.0,2264.0
480,2022.0,3.0,Tucumán,39.0,29996.0,26369.0,1375.0,1562.0,35425.0,59449.0,15118.0
481,2022.0,4.0,Buenos Aires,238.724,491.634,930.868,927.623,23.347,1781.049,2076.453,97.634
482,2022.0,4.0,Capital Federal,516.0,1307.043,58.314,62.171,5.096,74.643,388.294,106.772
483,2022.0,4.0,Catamarca,71.0,1166.551,1152.489,896.228,315.0,6.027,30.388,2.28
484,2022.0,4.0,Chaco,572.0,1371.71,143.56699999999998,749.303,660.0,826.037,46.538,3.909
485,2022.0,4.0,Chubut,109.0,46.457,67.695,16.759,1614.0,336.701,175.35,20.026
486,2022.0,4.0,Córdoba,99.0,329.5,466.715,168.67100000000002,92.846,115.188,522.431,17.61
487,2022.0,4.0,Corrientes,67.0,502.167,9.023,428.359,121.164,24.858,26.837,7.998
488,2022.0,4.0,Entre Ríos,107.0,435.239,22.925,780.742,117.609,46.7,85.033,0.0
489,2022.0,4.0,Formosa,84.0,22.458,46.684,314.0,245.0,257.146,980.0,698.0
490,2022.0,4.0,Jujuy,58.0,18.652,681.784,335.0,1.763,24.06,35.579,0.0
491,2022.0,4.0,La Pampa,68.0,237.433,24.152,9.477,144.544,525.818,140.423,16.028
492,2022.0,4.0,La Rioja,18.0,909.623,520.938,524.511,595.0,87.925,35.334,0.0
493,2022.0,4.0,Mendoza,103.0,35.541000000000004,35.934999999999995,194.945,739.217,259.116,133.75400000000002,21.144
494,2022.0,4.0,Misiones,51.0,39.618,140.06799999999998,6.198,3.51,70.324,933.752,8.59
495,2022.0,4.0,Neuquén,168.0,38.814,14.007,76.332,994.0,289.684,88.443,2.25
496,2022.0,4.0,Río Negro,111.0,32.053000000000004,41.421,12.564,1081.0,14.93,293.289,29.644
497,2022.0,4.0,Salta,114.0,39.522000000000006,80.959,133.0,2.196,373.802,102.164,6.747
498,2022.0,4.0,San Juan,24.0,889.2090000000001,905.554,828.4480000000001,724.304,730.527,13.5,11.84
499,2022.0,4.0,San Luis,60.0,820.975,13.981,210.376,624.0,622.086,508.0,3.353
500,2022.0,4.0,Santa Cruz,51.0,836.7900000000001,734.649,1005.24,224.592,36.484,720.626,1.048
501,2022.0,4.0,Santa Fe,468.0,287.595,276.142,62.003,14.369,194.42,1540.781,18.34
502,2022.0,4.0,Santiago Del Estero,178.0,1131.077,550.202,661.0,1267.0,144.05,971.0,989.0
503,2022.0,4.0,Tierra Del Fuego,22.0,883.7760000000001,374.012,496.154,902.0,22.625,232.126,2.264
504,2022.0,4.0,Tucumán,39.0,494.531,27.368,255.121,1.562,460.999,66.44200000000001,15.118
